1,samnang,male,11-66-4444,1255555625,cs,2,navid.samnang@gmail.com
274,Mony Kim,Male,31-12-2006,035421562,Computer Science,1,mony.kim@student.cadt.edu.kh
275,Mony Heng,Female,01-03-2006,044584485,Telecommunication and Networking,1,mony.heng@student.cadt.edu.kh
276,Bopha Khiev,Male,06-08-2005,082325853,Telecommunication and Networking,1,bopha.khiev@student.cadt.edu.kh
277,Chanda Chea,Male,22-02-2006,091428597,Computer Science,1,chanda.chea@student.cadt.edu.kh
278,Michael Smith,Male,14-05-2005,016264317,Telecommunication and Networking,1,michael.smith@student.cadt.edu.kh
279,Emily Taylor,Male,10-10-2006,065731451,Computer Science,1,emily.taylor@student.cadt.edu.kh
280,Michael Jones,Male,09-06-2006,018928357,Computer Science,1,michael.jones@student.cadt.edu.kh
281,David Jones,Female,17-09-2006,033912427,Telecommunication and Networking,1,david.jones@student.cadt.edu.kh
282,Chanda Nhim,Male,14-04-2006,042175719,Telecommunication and Networking,1,chanda.nhim@student.cadt.edu.kh
283,James Jones,Male,16-09-2005,046631972,Telecommunication and Networking,1,james.jones@student.cadt.edu.kh
284,William Smith,Male,14-08-2006,099437897,Computer Science,1,william.smith@student.cadt.edu.kh
285,Vann Nhim,Male,29-12-2005,054556727,Computer Science,1,vann.nhim@student.cadt.edu.kh
286,David Smith,Female,28-08-2005,098729687,Telecommunication and Networking,1,david.smith@student.cadt.edu.kh
287,Sophia Moore,Female,10-03-2005,047476482,Telecommunication and Networking,1,sophia.moore@student.cadt.edu.kh
288,Chan Khiev,Male,21-06-2005,017926523,Computer Science,1,chan.khiev@student.cadt.edu.kh
289,John Taylor,Female,15-07-2005,095195785,Telecommunication and Networking,1,john.taylor@student.cadt.edu.kh
290,Chan Khiev,Female,16-06-2006,027329318,Computer Science,1,chan.khiev@student.cadt.edu.kh
291,Michael Taylor,Male,27-06-2006,069889293,Telecommunication and Networking,1,michael.taylor@student.cadt.edu.kh
292,Chanda Chea,Female,27-09-2005,069394528,Telecommunication and Networking,1,chanda.chea@student.cadt.edu.kh
293,William Wilson,Female,03-01-2005,094395425,Digital Business,1,william.wilson@student.cadt.edu.kh
294,Ava Johnson,Female,23-05-2006,037942594,Computer Science,1,ava.johnson@student.cadt.edu.kh
295,Sophia Miller,Female,17-05-2006,037838935,Telecommunication and Networking,1,sophia.miller@student.cadt.edu.kh
296,Chan Rith,Female,18-01-2005,072625997,Digital Business,1,chan.rith@student.cadt.edu.kh
297,David Moore,Female,10-12-2006,011828618,Digital Business,1,david.moore@student.cadt.edu.kh
298,Isabella Miller,Female,29-05-2005,054223742,Digital Business,1,isabella.miller@student.cadt.edu.kh
299,Raksmey Khiev,Female,30-10-2006,018848511,Digital Business,1,raksmey.khiev@student.cadt.edu.kh
300,Olivia Moore,Male,03-07-2005,011775775,Computer Science,1,olivia.moore@student.cadt.edu.kh
301,Mony Ly,Female,11-11-2003,091945997,Computer Science,2,mony.ly@student.cadt.edu.kh
302,Raksmey Ly,Female,12-10-2002,058732979,Telecommunication and Networking,2,raksmey.ly@student.cadt.edu.kh
303,Dara Chea,Male,24-06-2004,079791842,Telecommunication and Networking,2,dara.chea@student.cadt.edu.kh
304,Vann Nhim,Male,21-01-2003,099245311,Computer Science,2,vann.nhim@student.cadt.edu.kh
305,Mony Chea,Male,07-02-2001,021825856,Computer Science,2,mony.chea@student.cadt.edu.kh
306,Mony San,Male,08-05-2002,016515652,Digital Business,2,mony.san@student.cadt.edu.kh
307,Mony Nhim,Male,29-05-2002,042215711,Telecommunication and Networking,2,mony.nhim@student.cadt.edu.kh
308,Raksmey Kim,Male,30-03-2002,095661446,Computer Science,2,raksmey.kim@student.cadt.edu.kh
309,Mony Heng,Male,06-01-2004,092985518,Digital Business,2,mony.heng@student.cadt.edu.kh
310,Vann Rith,Female,24-09-2004,076198639,Computer Science,2,vann.rith@student.cadt.edu.kh
311,Chanda Heng,Male,11-04-2002,075541549,Digital Business,2,chanda.heng@student.cadt.edu.kh
312,Bopha Kim,Male,19-02-2001,097442642,Digital Business,2,bopha.kim@student.cadt.edu.kh
313,Visal Chea,Male,01-10-2003,065825867,Telecommunication and Networking,2,visal.chea@student.cadt.edu.kh
314,Mony Pheng,Female,25-06-2001,075734655,Computer Science,2,mony.pheng@student.cadt.edu.kh
315,Srey Khiev,Female,06-08-2002,052379287,Telecommunication and Networking,2,srey.khiev@student.cadt.edu.kh
316,Sok Nhim,Male,06-11-2003,082885777,Digital Business,2,sok.nhim@student.cadt.edu.kh
317,Mony Khiev,Female,22-10-2003,014869824,Computer Science,2,mony.khiev@student.cadt.edu.kh
318,Chanda Chea,Male,19-12-2004,069334215,Digital Business,2,chanda.chea@student.cadt.edu.kh
319,Srey Rith,Male,26-06-2004,066157579,Telecommunication and Networking,2,srey.rith@student.cadt.edu.kh
320,Srey Rith,Female,05-12-2002,048499293,Digital Business,2,srey.rith@student.cadt.edu.kh
321,Chan Kim,Male,31-12-2003,065512535,Digital Business,2,chan.kim@student.cadt.edu.kh
322,Visal Nhim,Male,21-11-2004,093917824,Telecommunication and Networking,2,visal.nhim@student.cadt.edu.kh
323,Chanda Khiev,Male,09-01-2001,088661243,Digital Business,2,chanda.khiev@student.cadt.edu.kh
324,Bopha Khiev,Male,27-04-2004,024111238,Telecommunication and Networking,2,bopha.khiev@student.cadt.edu.kh
325,Bopha Heng,Female,10-02-2001,067332315,Computer Science,2,bopha.heng@student.cadt.edu.kh
326,Chan Rith,Male,18-07-2002,052837843,Telecommunication and Networking,2,chan.rith@student.cadt.edu.kh
327,Visal Lim,Male,21-07-2004,089911115,Computer Science,2,visal.lim@student.cadt.edu.kh
328,Sok Khiev,Male,27-08-2003,088255784,Telecommunication and Networking,2,sok.khiev@student.cadt.edu.kh
329,Srey Khiev,Male,23-02-2003,059225116,Computer Science,2,srey.khiev@student.cadt.edu.kh
330,Raksmey Lim,Male,15-12-2002,087644324,Telecommunication and Networking,2,raksmey.lim@student.cadt.edu.kh
331,Dara Lim,Male,14-07-2004,062426669,Digital Business,2,dara.lim@student.cadt.edu.kh
332,Srey Pheng,Female,01-01-2001,014389787,Telecommunication and Networking,2,srey.pheng@student.cadt.edu.kh
333,Raksmey Ly,Male,26-04-2002,077621627,Telecommunication and Networking,2,raksmey.ly@student.cadt.edu.kh
334,Mony Heng,Female,17-08-2002,011581515,Digital Business,2,mony.heng@student.cadt.edu.kh
335,Vann Lim,Female,12-03-2003,056746489,Computer Science,2,vann.lim@student.cadt.edu.kh
336,Visal Nhim,Female,29-08-2003,074224339,Computer Science,2,visal.nhim@student.cadt.edu.kh
337,Raksmey Ly,Female,27-03-2001,066427133,Computer Science,2,raksmey.ly@student.cadt.edu.kh
338,Vann Nhim,Female,17-04-2004,026851319,Telecommunication and Networking,2,vann.nhim@student.cadt.edu.kh
339,Dara Pheng,Male,24-03-2003,051677751,Computer Science,2,dara.pheng@student.cadt.edu.kh
340,Raksmey Khiev,Female,06-07-2004,094153786,Digital Business,2,raksmey.khiev@student.cadt.edu.kh
341,Chan Lim,Female,21-03-2004,046887288,Digital Business,2,chan.lim@student.cadt.edu.kh
342,Visal Heng,Male,17-09-2003,069428161,Computer Science,2,visal.heng@student.cadt.edu.kh
343,Chan Pheng,Female,21-07-2004,026765341,Telecommunication and Networking,2,chan.pheng@student.cadt.edu.kh
344,Chan Lim,Female,05-02-2004,019852987,Digital Business,2,chan.lim@student.cadt.edu.kh
345,Chanda Nhim,Female,01-03-2002,052591152,Computer Science,2,chanda.nhim@student.cadt.edu.kh
346,Raksmey Ly,Female,27-09-2004,086995161,Telecommunication and Networking,2,raksmey.ly@student.cadt.edu.kh
347,Vann Nhim,Female,05-08-2004,051533264,Digital Business,2,vann.nhim@student.cadt.edu.kh
348,Srey Khiev,Female,25-01-2003,021386828,Digital Business,2,srey.khiev@student.cadt.edu.kh
349,Raksmey Rith,Male,28-03-2003,035988491,Computer Science,2,raksmey.rith@student.cadt.edu.kh
350,Chan Khiev,Male,14-12-2002,026785377,Digital Business,2,chan.khiev@student.cadt.edu.kh
351,Vann Heng,Female,17-02-2002,098655977,Digital Business,2,vann.heng@student.cadt.edu.kh
352,Visal Nhim,Male,25-12-2004,092224346,Telecommunication and Networking,2,visal.nhim@student.cadt.edu.kh
353,Mony Rith,Male,29-03-2002,075768889,Telecommunication and Networking,2,mony.rith@student.cadt.edu.kh
354,Sok Chea,Male,10-09-2001,023457647,Digital Business,2,sok.chea@student.cadt.edu.kh
355,Bopha Khiev,Male,05-06-2001,023355679,Telecommunication and Networking,2,bopha.khiev@student.cadt.edu.kh
356,Sok Pheng,Male,10-10-2002,073949756,Telecommunication and Networking,2,sok.pheng@student.cadt.edu.kh
357,Raksmey Heng,Female,23-01-2003,087157512,Telecommunication and Networking,2,raksmey.heng@student.cadt.edu.kh
358,Bopha Pheng,Female,19-03-2004,017997671,Digital Business,2,bopha.pheng@student.cadt.edu.kh
359,Bopha Lim,Female,04-10-2002,083673713,Digital Business,2,bopha.lim@student.cadt.edu.kh
360,Raksmey Lim,Female,09-02-2003,068841965,Computer Science,2,raksmey.lim@student.cadt.edu.kh
361,Bopha Nhim,Male,01-02-2001,054342859,Digital Business,2,bopha.nhim@student.cadt.edu.kh
362,Srey Rith,Female,14-01-2004,043797528,Computer Science,2,srey.rith@student.cadt.edu.kh
363,Chan Chea,Female,11-04-2002,066667878,Computer Science,2,chan.chea@student.cadt.edu.kh
364,Chan Heng,Female,04-07-2002,056574545,Telecommunication and Networking,2,chan.heng@student.cadt.edu.kh
365,Visal San,Female,18-06-2001,031485894,Digital Business,2,visal.san@student.cadt.edu.kh
366,Vann Chea,Male,17-05-2001,082552376,Digital Business,2,vann.chea@student.cadt.edu.kh
367,Dara Ly,Male,14-10-2001,092284683,Digital Business,2,dara.ly@student.cadt.edu.kh
368,Chanda Khiev,Male,15-12-2004,028998583,Computer Science,2,chanda.khiev@student.cadt.edu.kh
369,Visal Nhim,Female,22-05-2001,089395877,Telecommunication and Networking,2,visal.nhim@student.cadt.edu.kh
370,Raksmey Chea,Male,31-12-2001,026385317,Telecommunication and Networking,2,raksmey.chea@student.cadt.edu.kh
371,Raksmey Pheng,Male,20-11-2002,063886291,Computer Science,2,raksmey.pheng@student.cadt.edu.kh
372,Chan Pheng,Male,13-09-2002,074759223,Digital Business,2,chan.pheng@student.cadt.edu.kh
373,Chanda San,Male,08-08-2002,028372192,Digital Business,2,chanda.san@student.cadt.edu.kh
374,Mony Heng,Female,14-11-2002,048479966,Digital Business,2,mony.heng@student.cadt.edu.kh
375,Vann Lim,Male,09-10-2001,077357786,Digital Business,2,vann.lim@student.cadt.edu.kh
376,Srey Ly,Male,04-12-2002,035928767,Digital Business,2,srey.ly@student.cadt.edu.kh
377,Chanda Lim,Female,28-08-2001,019951724,Digital Business,2,chanda.lim@student.cadt.edu.kh
378,Dara Chea,Male,24-04-2002,024742624,Computer Science,2,dara.chea@student.cadt.edu.kh
379,Bopha Rith,Male,11-11-2002,071863456,Digital Business,2,bopha.rith@student.cadt.edu.kh
380,Raksmey Lim,Male,18-10-2003,084112526,Digital Business,2,raksmey.lim@student.cadt.edu.kh
381,Vann Lim,Female,10-10-2003,094271996,Digital Business,2,vann.lim@student.cadt.edu.kh
382,Dara Nhim,Male,10-05-2001,055881815,Computer Science,2,dara.nhim@student.cadt.edu.kh
383,Chan Rith,Female,10-09-2003,026978888,Digital Business,2,chan.rith@student.cadt.edu.kh
384,Vann Lim,Female,09-04-2003,019441961,Telecommunication and Networking,2,vann.lim@student.cadt.edu.kh
385,Visal Pheng,Female,27-02-2002,054898531,Computer Science,2,visal.pheng@student.cadt.edu.kh
386,Chan San,Female,25-07-2002,055115582,Telecommunication and Networking,2,chan.san@student.cadt.edu.kh
387,Bopha Lim,Female,15-01-2001,054245143,Digital Business,2,bopha.lim@student.cadt.edu.kh
388,Dara Kim,Male,28-04-2001,061468684,Digital Business,2,dara.kim@student.cadt.edu.kh
389,Chan Pheng,Male,15-02-2004,062343799,Digital Business,2,chan.pheng@student.cadt.edu.kh
390,Sok Heng,Male,17-03-2002,021194585,Computer Science,2,sok.heng@student.cadt.edu.kh
391,Vann Kim,Male,09-04-2001,051798722,Digital Business,2,vann.kim@student.cadt.edu.kh
392,Srey Rith,Male,26-03-2004,042645648,Telecommunication and Networking,2,srey.rith@student.cadt.edu.kh
393,Srey San,Female,06-10-2003,064763752,Computer Science,2,srey.san@student.cadt.edu.kh
394,Sok Pheng,Female,28-02-2004,051434625,Telecommunication and Networking,2,sok.pheng@student.cadt.edu.kh
395,Chanda Nhim,Female,21-01-2001,081712721,Digital Business,2,chanda.nhim@student.cadt.edu.kh
396,Srey Chea,Male,26-02-2004,099658698,Computer Science,2,srey.chea@student.cadt.edu.kh
397,Dara Nhim,Female,10-05-2001,094982325,Computer Science,2,dara.nhim@student.cadt.edu.kh
398,Srey Heng,Male,07-09-2003,029213241,Digital Business,2,srey.heng@student.cadt.edu.kh
399,Vann Pheng,Male,21-02-2003,044455285,Computer Science,2,vann.pheng@student.cadt.edu.kh
400,Dara San,Male,03-05-2004,022973793,Telecommunication and Networking,2,dara.san@student.cadt.edu.kh
401,Srey Ly,Male,05-09-2002,073737344,Computer Science,2,srey.ly@student.cadt.edu.kh
402,Mony Rith,Female,07-04-2002,047982722,Telecommunication and Networking,2,mony.rith@student.cadt.edu.kh
403,Dara Nhim,Female,08-11-2002,025922789,Digital Business,2,dara.nhim@student.cadt.edu.kh
404,Chan Chea,Female,03-12-2004,088832196,Digital Business,2,chan.chea@student.cadt.edu.kh
405,Bopha Kim,Female,07-05-2004,067843464,Telecommunication and Networking,2,bopha.kim@student.cadt.edu.kh
406,Dara Khiev,Female,22-02-2001,075861739,Telecommunication and Networking,2,dara.khiev@student.cadt.edu.kh
407,Chan Rith,Female,31-07-2002,054782115,Digital Business,2,chan.rith@student.cadt.edu.kh
408,Sok Kim,Female,24-10-2002,042688784,Computer Science,2,sok.kim@student.cadt.edu.kh
409,Dara Khiev,Female,09-02-2001,073965213,Telecommunication and Networking,2,dara.khiev@student.cadt.edu.kh
410,Vann Rith,Male,20-10-2002,044636326,Telecommunication and Networking,2,vann.rith@student.cadt.edu.kh
411,Visal Ly,Female,08-06-2001,049253448,Digital Business,2,visal.ly@student.cadt.edu.kh
412,Dara Lim,Female,07-03-2003,026512772,Telecommunication and Networking,2,dara.lim@student.cadt.edu.kh
413,Chan San,Male,10-10-2001,051184545,Digital Business,2,chan.san@student.cadt.edu.kh
414,Chanda Chea,Female,01-07-2003,038127755,Telecommunication and Networking,2,chanda.chea@student.cadt.edu.kh
415,Mony Ly,Female,19-07-2003,083784674,Telecommunication and Networking,2,mony.ly@student.cadt.edu.kh
416,Chanda Nhim,Male,11-07-2001,087335139,Telecommunication and Networking,2,chanda.nhim@student.cadt.edu.kh
417,Visal Khiev,Female,15-04-2003,095221738,Digital Business,2,visal.khiev@student.cadt.edu.kh
418,Chanda Pheng,Male,10-02-2001,042686746,Digital Business,2,chanda.pheng@student.cadt.edu.kh
419,Sok San,Male,25-03-2001,082381598,Digital Business,2,sok.san@student.cadt.edu.kh
420,Bopha Nhim,Male,09-04-2003,076947636,Digital Business,2,bopha.nhim@student.cadt.edu.kh
421,Chanda Heng,Male,18-12-2003,074314367,Computer Science,2,chanda.heng@student.cadt.edu.kh
422,Vann Khiev,Male,10-01-2003,023646779,Digital Business,2,vann.khiev@student.cadt.edu.kh
423,Raksmey Pheng,Male,07-01-2004,046923896,Digital Business,2,raksmey.pheng@student.cadt.edu.kh
424,Dara Heng,Male,16-09-2001,073665634,Digital Business,2,dara.heng@student.cadt.edu.kh
425,Chan Kim,Male,30-05-2001,061172174,Digital Business,2,chan.kim@student.cadt.edu.kh
426,Raksmey Ly,Male,12-10-2001,078946771,Computer Science,2,raksmey.ly@student.cadt.edu.kh
427,Srey Pheng,Male,30-01-2002,043512983,Computer Science,2,srey.pheng@student.cadt.edu.kh
428,Bopha Khiev,Female,25-05-2001,067566831,Telecommunication and Networking,2,bopha.khiev@student.cadt.edu.kh
429,Srey Khiev,Female,13-05-2004,053821567,Computer Science,2,srey.khiev@student.cadt.edu.kh
430,Chanda Chea,Female,20-08-2004,048544179,Telecommunication and Networking,2,chanda.chea@student.cadt.edu.kh
431,Raksmey Nhim,Male,14-06-2003,024653186,Telecommunication and Networking,2,raksmey.nhim@student.cadt.edu.kh
432,Dara Rith,Male,30-06-2004,041199529,Digital Business,2,dara.rith@student.cadt.edu.kh
433,Raksmey Khiev,Male,15-09-2003,067558477,Digital Business,2,raksmey.khiev@student.cadt.edu.kh
434,Mony Lim,Male,15-03-2003,064285255,Telecommunication and Networking,2,mony.lim@student.cadt.edu.kh
435,Srey Pheng,Female,30-05-2004,015618128,Digital Business,2,srey.pheng@student.cadt.edu.kh
436,Srey Kim,Female,26-01-2003,074375331,Digital Business,2,srey.kim@student.cadt.edu.kh
437,Sok San,Male,24-07-2002,042513682,Digital Business,2,sok.san@student.cadt.edu.kh
438,Chan Nhim,Male,23-04-2001,015446935,Telecommunication and Networking,2,chan.nhim@student.cadt.edu.kh
439,Chan Khiev,Male,04-03-2001,051478516,Digital Business,2,chan.khiev@student.cadt.edu.kh
440,Visal Ly,Male,12-04-2003,094275341,Digital Business,2,visal.ly@student.cadt.edu.kh
441,Dara Chea,Male,25-03-2002,072416119,Digital Business,2,dara.chea@student.cadt.edu.kh
442,Raksmey Ly,Male,23-03-2001,081776513,Telecommunication and Networking,2,raksmey.ly@student.cadt.edu.kh
443,Sok Rith,Male,24-06-2002,059667375,Computer Science,2,sok.rith@student.cadt.edu.kh
444,Sok Heng,Male,13-05-2003,099146985,Computer Science,2,sok.heng@student.cadt.edu.kh
445,Vann Pheng,Male,16-09-2002,092744814,Computer Science,2,vann.pheng@student.cadt.edu.kh
446,Mony San,Female,09-06-2004,015555834,Telecommunication and Networking,2,mony.san@student.cadt.edu.kh
447,Vann Lim,Male,01-12-2004,044958818,Telecommunication and Networking,2,vann.lim@student.cadt.edu.kh
448,Srey Nhim,Female,21-03-2003,062293182,Computer Science,2,srey.nhim@student.cadt.edu.kh
449,Sok Pheng,Male,14-10-2004,013358417,Digital Business,2,sok.pheng@student.cadt.edu.kh
450,Sok Pheng,Female,23-02-2002,054267837,Telecommunication and Networking,2,sok.pheng@student.cadt.edu.kh
451,Dara Kim,Male,28-02-2002,096899155,Computer Science,2,dara.kim@student.cadt.edu.kh
452,Visal Kim,Male,13-03-2003,061791728,Computer Science,2,visal.kim@student.cadt.edu.kh
453,Srey Nhim,Female,22-10-2002,081545622,Digital Business,2,srey.nhim@student.cadt.edu.kh
454,Raksmey Pheng,Female,08-12-2004,087143694,Computer Science,2,raksmey.pheng@student.cadt.edu.kh
455,Visal Khiev,Male,16-03-2002,069274195,Digital Business,2,visal.khiev@student.cadt.edu.kh
456,Chan Khiev,Male,03-02-2003,062238845,Telecommunication and Networking,2,chan.khiev@student.cadt.edu.kh
457,Mony Chea,Female,27-08-2002,073777889,Computer Science,2,mony.chea@student.cadt.edu.kh
458,Visal Khiev,Male,30-04-2004,021888671,Telecommunication and Networking,2,visal.khiev@student.cadt.edu.kh
459,Visal Rith,Male,12-04-2004,054524471,Telecommunication and Networking,2,visal.rith@student.cadt.edu.kh
460,Chanda Kim,Male,24-10-2002,016231495,Digital Business,2,chanda.kim@student.cadt.edu.kh
461,Visal Pheng,Female,08-11-2003,055152265,Telecommunication and Networking,2,visal.pheng@student.cadt.edu.kh
462,Visal Khiev,Male,31-01-2003,061933917,Digital Business,2,visal.khiev@student.cadt.edu.kh
463,Chan Khiev,Female,12-01-2004,088361496,Digital Business,2,chan.khiev@student.cadt.edu.kh
464,Chan San,Male,09-12-2003,086183111,Digital Business,2,chan.san@student.cadt.edu.kh
465,Vann Lim,Male,09-08-2003,067334734,Telecommunication and Networking,2,vann.lim@student.cadt.edu.kh
466,Visal Lim,Male,30-12-2003,065521332,Computer Science,2,visal.lim@student.cadt.edu.kh
467,Bopha Heng,Male,16-10-2001,057531224,Telecommunication and Networking,2,bopha.heng@student.cadt.edu.kh
468,Srey Pheng,Female,27-04-2003,029542668,Computer Science,2,srey.pheng@student.cadt.edu.kh
469,Chan Ly,Male,04-09-2002,081332647,Computer Science,2,chan.ly@student.cadt.edu.kh
470,Vann Kim,Male,15-05-2004,041979562,Computer Science,2,vann.kim@student.cadt.edu.kh
471,Chan Chea,Female,11-02-2004,094623131,Computer Science,2,chan.chea@student.cadt.edu.kh
472,Vann Ly,Male,21-01-2001,058584457,Digital Business,2,vann.ly@student.cadt.edu.kh
473,Srey Pheng,Female,19-12-2002,089175529,Telecommunication and Networking,2,srey.pheng@student.cadt.edu.kh
474,Dara Pheng,Female,17-10-2003,055987989,Telecommunication and Networking,2,dara.pheng@student.cadt.edu.kh
475,Mony Khiev,Male,12-03-2004,065567439,Computer Science,2,mony.khiev@student.cadt.edu.kh
476,Sok Heng,Male,27-03-2004,027731617,Digital Business,2,sok.heng@student.cadt.edu.kh
477,Dara Kim,Male,21-01-2002,054976454,Computer Science,2,dara.kim@student.cadt.edu.kh
478,Vann San,Male,15-02-2003,051833162,Computer Science,2,vann.san@student.cadt.edu.kh
479,Raksmey Khiev,Male,29-08-2004,022676775,Digital Business,2,raksmey.khiev@student.cadt.edu.kh
480,Chanda Lim,Male,12-01-2003,069425789,Digital Business,2,chanda.lim@student.cadt.edu.kh
481,Dara Chea,Male,21-01-2002,022711772,Telecommunication and Networking,2,dara.chea@student.cadt.edu.kh
482,Chanda Kim,Male,02-01-2003,087378311,Telecommunication and Networking,2,chanda.kim@student.cadt.edu.kh
483,Raksmey Ly,Male,03-09-2001,086891165,Digital Business,2,raksmey.ly@student.cadt.edu.kh
484,Chanda Chea,Male,22-04-2003,062242537,Telecommunication and Networking,2,chanda.chea@student.cadt.edu.kh
485,Sok Pheng,Male,10-03-2003,092777621,Digital Business,2,sok.pheng@student.cadt.edu.kh
486,Bopha Ly,Female,16-12-2003,058595722,Computer Science,2,bopha.ly@student.cadt.edu.kh
487,Raksmey Rith,Male,29-01-2003,023727352,Telecommunication and Networking,2,raksmey.rith@student.cadt.edu.kh
488,Visal Nhim,Female,21-05-2001,092369158,Digital Business,2,visal.nhim@student.cadt.edu.kh
489,Srey San,Male,16-10-2002,093732971,Computer Science,2,srey.san@student.cadt.edu.kh
490,Chan Kim,Male,24-08-2003,039459835,Computer Science,2,chan.kim@student.cadt.edu.kh
491,Chanda Ly,Male,28-02-2004,016544332,Digital Business,2,chanda.ly@student.cadt.edu.kh
492,Bopha Kim,Female,05-07-2002,047644698,Computer Science,2,bopha.kim@student.cadt.edu.kh
493,Raksmey San,Male,22-01-2003,097917655,Digital Business,2,raksmey.san@student.cadt.edu.kh
494,Visal Kim,Male,09-06-2001,028695621,Telecommunication and Networking,2,visal.kim@student.cadt.edu.kh
495,Srey Khiev,Female,17-05-2001,031159338,Computer Science,2,srey.khiev@student.cadt.edu.kh
496,Chanda Kim,Female,21-10-2001,046292883,Digital Business,2,chanda.kim@student.cadt.edu.kh
497,Visal Rith,Female,12-12-2002,043467319,Telecommunication and Networking,2,visal.rith@student.cadt.edu.kh
498,Raksmey Kim,Male,04-11-2003,077496832,Digital Business,2,raksmey.kim@student.cadt.edu.kh
499,Raksmey Chea,Female,15-05-2003,081615653,Digital Business,2,raksmey.chea@student.cadt.edu.kh
500,Srey Nhim,Female,22-10-2003,088265957,Computer Science,2,srey.nhim@student.cadt.edu.kh
501,Vann Pheng,Male,11-08-2002,092395583,Digital Business,2,vann.pheng@student.cadt.edu.kh
502,Bopha Rith,Female,19-08-2004,065794468,Computer Science,2,bopha.rith@student.cadt.edu.kh
503,Srey Khiev,Male,10-07-2004,059673453,Computer Science,2,srey.khiev@student.cadt.edu.kh
504,Chan Khiev,Male,15-11-2002,093517255,Telecommunication and Networking,2,chan.khiev@student.cadt.edu.kh
505,Vann Pheng,Male,25-09-2002,079241469,Digital Business,2,vann.pheng@student.cadt.edu.kh
506,Mony Rith,Male,14-11-2001,075559235,Digital Business,2,mony.rith@student.cadt.edu.kh
507,Dara Chea,Male,25-05-2003,049611931,Digital Business,2,dara.chea@student.cadt.edu.kh
508,Sok Pheng,Male,28-05-2001,036875311,Computer Science,2,sok.pheng@student.cadt.edu.kh
509,Raksmey Kim,Male,19-01-2003,041611988,Digital Business,2,raksmey.kim@student.cadt.edu.kh
510,Vann Khiev,Male,01-11-2003,024975962,Digital Business,2,vann.khiev@student.cadt.edu.kh
511,Chan Nhim,Female,05-06-2004,075582531,Digital Business,2,chan.nhim@student.cadt.edu.kh
512,Sok Kim,Female,22-05-2001,048444373,Computer Science,2,sok.kim@student.cadt.edu.kh
513,Mony Lim,Female,20-12-2002,022456497,Telecommunication and Networking,2,mony.lim@student.cadt.edu.kh
514,Dara Pheng,Male,29-06-2001,033496776,Computer Science,2,dara.pheng@student.cadt.edu.kh
515,Chanda Heng,Female,11-08-2003,057922498,Digital Business,2,chanda.heng@student.cadt.edu.kh
516,Chanda Rith,Male,13-11-2002,052144666,Computer Science,2,chanda.rith@student.cadt.edu.kh
517,Srey San,Female,15-04-2001,034729111,Digital Business,2,srey.san@student.cadt.edu.kh
518,Mony Lim,Male,09-04-2001,082724675,Telecommunication and Networking,2,mony.lim@student.cadt.edu.kh
519,Sok San,Male,24-08-2002,027971264,Computer Science,2,sok.san@student.cadt.edu.kh
520,Chanda Khiev,Female,20-06-2003,048262924,Digital Business,2,chanda.khiev@student.cadt.edu.kh
521,Vann Khiev,Male,06-10-2002,033426832,Digital Business,2,vann.khiev@student.cadt.edu.kh
522,Chan Heng,Male,25-06-2004,031227531,Telecommunication and Networking,2,chan.heng@student.cadt.edu.kh
523,Chanda Heng,Female,11-07-2002,018841898,Digital Business,2,chanda.heng@student.cadt.edu.kh
524,Chanda Nhim,Female,11-10-2001,017175553,Digital Business,2,chanda.nhim@student.cadt.edu.kh
525,Dara Rith,Male,04-12-2001,038388531,Digital Business,2,dara.rith@student.cadt.edu.kh
526,Chan San,Female,17-02-2002,038794194,Computer Science,2,chan.san@student.cadt.edu.kh
527,Chan San,Male,28-05-2004,027676598,Digital Business,2,chan.san@student.cadt.edu.kh
528,Mony Nhim,Male,08-03-2004,011546483,Computer Science,2,mony.nhim@student.cadt.edu.kh
529,Bopha Chea,Male,03-03-2003,074726499,Telecommunication and Networking,2,bopha.chea@student.cadt.edu.kh
530,Dara Ly,Male,19-01-2001,048193338,Digital Business,2,dara.ly@student.cadt.edu.kh
531,Mony Lim,Male,16-01-2003,028232985,Computer Science,2,mony.lim@student.cadt.edu.kh
532,Sok Ly,Male,13-01-2004,036262646,Computer Science,2,sok.ly@student.cadt.edu.kh
533,Mony Chea,Female,25-06-2004,056111896,Telecommunication and Networking,2,mony.chea@student.cadt.edu.kh
534,Srey Nhim,Female,31-07-2003,034956197,Computer Science,2,srey.nhim@student.cadt.edu.kh
535,Raksmey Kim,Male,05-04-2002,088359669,Digital Business,2,raksmey.kim@student.cadt.edu.kh
536,Dara San,Female,01-05-2004,043857939,Computer Science,2,dara.san@student.cadt.edu.kh
537,Raksmey Nhim,Male,16-06-2001,052722198,Telecommunication and Networking,2,raksmey.nhim@student.cadt.edu.kh
538,Chan Nhim,Male,21-03-2003,072411765,Telecommunication and Networking,2,chan.nhim@student.cadt.edu.kh
539,Dara Kim,Male,20-07-2003,011526284,Computer Science,2,dara.kim@student.cadt.edu.kh
540,Dara Heng,Female,05-12-2001,078775975,Digital Business,2,dara.heng@student.cadt.edu.kh
541,Sok Heng,Female,03-01-2001,038511644,Digital Business,2,sok.heng@student.cadt.edu.kh
542,Srey San,Male,12-09-2003,076599427,Computer Science,2,srey.san@student.cadt.edu.kh
